Rodada,Data,Sem,Edicao,Casa,Visitante,Nacionalidade Casa,Nacionalidade Visitante,Resultado,Gols Casa,Gols Visitante
Fase de Grupos,2021-04-28,2,2021,Nacional,Nacional,uy,co,0,4,4
Fase de Grupos,2021-04-28,2,2021,Defensa y Just,Universitario,ar,pe,1,3,0
Fase de Grupos,2021-04-27,2,2021,Internacional,Dep Táchira,br,ve,1,4,0
Fase de Grupos,2021-04-27,2,2021,Boca Juniors,Santos,ar,br,1,2,0
Fase de Grupos,2021-04-27,2,2021,Palmeiras,Independiente,br,ec,1,5,0
Fase de Grupos,2021-04-29,2,2021,Univ Católica,Argentinos Jun,cl,ar,-1,0,2
Fase de Grupos,2021-04-29,2,2021,Racing Club,Sporting Cristal,ar,pe,1,2,1
Fase de Grupos,2021-04-28,2,2021,Santa Fe,Fluminense,co,br,-1,1,2
Fase de Grupos,2021-04-28,2,2021,River Plate,Junior,ar,co,1,2,1
Fase de Grupos,2021-04-28,2,2021,Barcelona SC,The Strongest,ec,bo,1,4,0
Fase de Grupos,2021-04-28,2,2021,Olimpia,Always Ready,py,bo,1,2,1
Fase de Grupos,2021-04-29,2,2021,São Paulo,Rentistas,br,uy,1,2,0
Fase de Grupos,2021-05-04,3,2021,La Calera,Vélez Sarsf,cl,ar,-1,0,2
Fase de Grupos,2021-05-04,3,2021,Atlético Mineiro,Cerro Porteño,br,py,1,4,0
Fase de Grupos,2021-05-04,3,2021,Santos,The Strongest,br,bo,1,5,0
Fase de Grupos,2021-05-05,3,2021,Independiente,Universitario,ec,pe,1,4,0
